Unnamed: 0,rating,sentiment,review,spearman,sympathy,unsympathy,correlation
43,1,0.5460971,이 영화의 내용이 재미있다고 생각하나요?요즘 안그래도 남녀불신이 심각한데 관람 중간 더럽다는 생각에 보다가 나왔네요 ,0.948683298,479,285,0.4460971
44,1,0.341597259,보는내내 불편    뭐가 재밌는지 1도 모르겠다 믿거    ,0.709208143,365,178,0.241597259
45,10,0.372269511,남일 아니면 웃기다. 영화의 끝에 오는 웃을수 없는 기분은 내 일이라면 나도 웃지 못하기 때문이겠지 ,0.168032565,220,52,0.627730489
46,1,8.88E-07,최악 대사도 저렴함불륜 성희롱 외모비하 동성애비하 최악인것들은 다 갖춤 아직도 시대의 흐름을 못읽는 최악의 영화 ,0.866025404,600,434,0.099999112
47,2,0.302871972,이거 보지말고 보헤미안 봐라 아씨...훨씬  돈값한다 ,0.866025404,420,269,0.102871972
48,1,0.028860033,별한개도 아까워요. 보고나면 기분나빠 ,0.211829636,327,183,0.071139967
50,1,0.902610898,엥 관람객평점 왤케 높음...? 영화에서 환멸느끼고 평점으로 세상 환멸을 또 느끼네 평점은 왜 0점 줄 수 없는 건가요 ,-1,267,143,0.802610898
51,10,0.960511267,기발하고 신나게 웃을 수 있고 매우 재밌다! ,0.5984399,228,109,0.039488733
52,4,0.212742865,비밀도 정도껏이지. 배우자 생각해서 저질러선 안 될 짓을 해놓고 사람은 누구에게나 비밀이 있다 이런 식으로 교훈 주려고 하면... 이게 참... ,0.51846143,123,12,0.187257135
53,4,0.386996061,불쾌함이란 덩어리를 웃음이라는 포장지로 덮은 영화 ,0.704186851,137,29,0.013003939
54,1,0.080638856,기분 나쁘고 더러운영화 도대체 뭘 말하고싶으셨던건지 역겹다그리고 난19금도영화인줄알았다 보는내내역겨움뿐 내돈주고 봐서  땅치고 후회중이다. ,0.898645105,171,79,0.019361144
55,1,0.031807125,이런 영화는 별 한개도 아깝네요 ,0.797724035,160,69,0.068192875
56,1,0.301012456,시대 흐름 존나 못읽죠~ ,0.62364138,158,68,0.201012456
57,10,0.372203469,정말 모르는게 약일수도.... ,0.774596669,95,8,0.627796531
58,4,0.033407122,평점이 왜이리 높은걸까... 배우들의 연기력으로 그나마 살린 영화인듯.. 불편한장면 뿐아니라 스토리 별로 그닥.. 비추 ,0.757240185,120,33,0.366592878
59,2,0.418903947,이렇게 한심한 영화는 첨이다ㅉㅉ ,0.386150781,126,40,0.218903947
60,1,0.498047858,보고나서 이거 보자해서 미안하다했어요....다음 영화는 신중하게 골라야지! ,0.69929025,157,73,0.398047858
61,8,0.613313615,눈치 싸움 영화라고 해도 과언이 아님 ㅋㅋ 스릴감 좋으네요 ㅋㅋ 그냥 볼만합니다. 한번 씩은 보세요 ,0.475986117,162,78,0.186686385
62,10,0.98458302,재밌게보았습니다ㅋㅋ ,0.095882467,168,89,0.01541698
63,2,0.475350708,노잼ㅋㅋ댓글 알바들 진짜 그러지좀맙시다 ㅋㅋ ,0.894427191,162,84,0.275350708
64,1,0.520160139,ㅎㄴ감성의 범벅 ㅗㅇㅇㅗ ,0.836660027,126,50,0.420160139
65,9,0.338058889,방금 보고 나왔는데  모닝 폭소 오지게 하다 나왓음ㅋㅋ간만에  완벽 그 자체 코미디 ㅋㅋㅋ ,0.414039336,171,96,0.561941111
66,1,0.001480937,최악이다 쓰레기영화 보는사람 믿고 거른다 ,0,118,44,0.098519063
67,2,0.394809902,이거 손인분기점 이미 달성했을 듯... 제작비 1억 들었을 듯 ㅋ 3일 촬영에 ㅋㅋ ,0.866025404,100,28,0.194809902
68,1,0.134758383,이게 뭐가 신선한다는거지?불륜소재..유치함 이런 영화가 월메이드?보헤미안 랩소디를 한번 더 보겠응 ,0.473879102,100,29,0.034758383
69,1,0.948816895,내가 뭘 본건가...평이 너무 좋은 게 이해가 안되네요여지껏 본 영화중에 제일 정색하고 봤습니다연기 잘하시는 배우들이라 믿고 봤는데 와.. ,0.456435465,96,26,0.848816895
70,1,0.376875043,중간중간에 불편했어요 ,0.707106781,100,31,0.276875043
71,4,0.00299713,난 별로 재미없던데...ㅎ ,0.223606798,103,35,0.39700287
72,1,0.070846021,돈주고 여혐과 동성애 혐오봄 ㅅㅂ ,0.753472571,115,47,0.029153979
73,1,0.208340406,4-50대 아재들이나 좋아할듯 ,0.81167945,96,29,0.108340406
74,2,0.209058523,진심 평점에 속지마라. 웃음 포인트는 분명 있다. 하지만 영화가 주는 메시지가 없을 뿐더러 있다고 해도 저질이다. 특히 결말은 욕이 나올 정도로 성의가 없었다. ,0.727108343,83,17,0.009058523
75,1,0.763464034,재밌는 포인트를 잘 모르겠어요ㅠ ,0.866025404,97,31,0.663464034
76,1,0.009521067,ㄱㅐ쓰레기같은 영화; 돈 날리지마세요 ,0.676076613,119,53,0.090478933
77,1,0.178118914,소재는 신선했으나 우리나라의 선비 문화는역시... ,0.508668795,192,126,0.078118914
78,1,0.398925155,처녀 강조  가슴부터 시작해서 서로 품평질에 불륜은 당연한 것이라 말하는 비혼 조장 영화. 성별에 따라 영화 후기가 아주 극과 극이네요. 이게 현실인가봅니다 ,0.136930639,82,19,0.298925155
79,1,0.022723615,별 한개도 아까움 불쾌한 영화 절대 보지 마세요 ,0.502079011,87,25,0.077276385
80,1,0.30789721,어떤 맥락에서 웃어야 할지 모르겠다. 혐오를 개그로  가장시킨  보기 불편하고 찝찝한 영화.. ,0.866025404,73,12,0.20789721
81,2,0.670400023,평점 보고 봤다가 완전 낚였다 최고로 살면서 처음으로 평점 준다 0 점 ,0.898177426,94,33,0.470400023
82,1,0.116127014,블랙코미디가 아니라 그냥 블랙에 가까워요. 혐오가 가득 담긴 영화 ,0.654653671,76,16,0.016127014
83,1,0.666813374,대사 너무 빻았어요... ,0.346519106,80,20,0.566813374
84,2,0.585677803,보고 남편이랑 싸웟음... ,0.515453003,87,27,0.385677803
85,2,0.028164119,뻔한 이야기 뻔한 전개.... ,0.533875041,92,32,0.171835881
86,2,0.212098688,눈치빠른사람은 보지마셈 스포당하고 본기분임 뻔할거같아서 안볼라다 걍기대안하고 보자했는데 이왕 뻔할거면 궁금한장면을 보여주지 정작 불필요한 안궁금한 장면만 잔뜩 보여줌 축구보는데 해설 더럽게 못하는느낌그냥 가볍게 볼정도지 이난리칠 영화는아닌거같은데; ,0.072074997,100,42,0.012098688
87,10,0.853783727,와... 개 재밌네ㅋㅋㅋ 또 봐야지~ 핵꿀잼!!!! 드뎌 한국영화 하나 터졌다.... ,0,173,115,0.146216273
88,1,0.511689544,보는내내 불쾌하다 사랑과전쟁2 보는느낌 ,0.54029043,71,14,0.411689544
89,1,0.808407784,알바들 왜케 풀었냐 ! 정말 ,0.35222375,94,37,0.708407784
90,1,0.364008069,나만 그렇게생각해..? ,0.737864787,70,17,0.264008069
91,2,0.014429182,진짜재미없음 기대하면안됨 ,0.748761409,69,17,0.185570818
92,1,0.216824055,별하나도 아까움/ 알바 쓰나 왜 평점이 좋지.ㅋㅋㅋㅋ 이해 1도 안됨 남의 가정사 파탄나는걸 내가 왜 보고있나. 결국은 다 허상이였다는 어이없는결론 시간낭비 ,0.657375735,64,13,0.116824055
93,1,0.495487839,정신병 걸릴거 같은 영화였음 ,0.5,86,35,0.395487839
94,2,0.05533576,비밀스러운 삶은 덮는게 낫다? 하고 싶은 이야기가 뭔지? ,0.48650623,56,6,0.14466424
95,2,0.501374841,다 좋은데 이태리 영화 리메이크 한거 숨기고 제발 한국 영화인척 하지마라 프랑스등 6개국에서 리메이크 하고 연극으로도 만들어질 만큼 원작이 탄탄한 덕을 본 영화를 와 창작 영화인척 하는거야?? ,0.411975269,60,11,0.301374841
98,2,0.124829412,유해진 배우 연기가 리얼해서 웃기기는 했지만 기분좋은 웃음이 아니고 캐릭터 들의 불륜에 거짓말에 겉과속이 다른 위선들을 덮어버리는 설정이 재미있게 보이지도 않고 감동따위는 1도없다. ,0.676142279,84,40,0.075170588
99,1,0.078783005,왜 0점은 줄 수 없지.. 옛날 구식 혐오 발언들로 넘쳐나는 개그들.. 끔찍합니다. 도망쳐요.. ,0.878310066,53,10,0.021216995
100,1,0.176105738,소재자체는 신선했지만 (이탈리아 원작?) 메시지를 전달하기까지의 과정이 저급한. ,0.707106781,49,7,0.076105738
101,1,0.36311838,이게 재밌음 ? 비현실적이고 오글거리고.. ㅆ노잼..줄거리 진심 말이 되냐 ㅋㅋㅋ ,0.654443099,57,15,0.26311838
102,10,0.503234625,끝나고 박수치고싶었음 마무리까지 완벽함 정말로 ,0.831809397,141,99,0.496765375
103,1,0.592157245,평점이 왜 이렇게 높은 걸까... 도저히 웃을 수 없는 장면에서 웃는 사람들을 보며 씁쓸한 기분이 들었다. ,0.290129427,52,11,0.492157245
104,1,0.483977377,모든 사람을 싸잡아서 비밀행동이 있다고 말하는건 좀 아닌듯 ,0.288277322,57,16,0.383977377
105,1,0.870471001,아싸라서 전화올 사람이 없는 사람입니다공감을 하고 싶어도 공감을 못하겠네요!기부니가 무척 불쾌한 영화인걸요   ! ,-0.534522484,67,26,0.770471001
106,8,0.250635982,가볍게 즐길 수만은 없었던 블랙코미디 ,0.440523361,44,4,0.549364018
107,2,0.111520201,평점알바 대박.. 알바도 작작해.. ,0.479986713,49,9,0.088479799
108,1,2.46E-05,창궐 피하려다...똥밟았다 2시간동안 말장난 가정파탄 말싸움뿐 교훈도없고 재미도없고 감동도없다.돈주고 보지말고 짤로보세요 시간아깝네요 ,0.948683298,50,10,0.099975445
109,1,0.000950128,인간적으로 너무너무너무 재미없음 돈주고 보기가 너무 아가움   보지마세요 ,0.774596669,141,102,0.099049872
110,8,0.766333282,염정아씨 연기가 정말 탁월했어요. 결말은 제 취향 아니지만 시간가는 줄 모르고 봤어요 ,0.22733666,44,6,0.033666718
111,1,0.431215733,집에서 딱 무료로 받아서 보면 대요 ,0.380681623,61,23,0.331215733
112,1,0.223170519,저렴한 대사  대상에 대한 혐오를 웃음포인트로 승화   혐오스럽다 ,0.581914374,45,8,0.123170519
113,1,0.327414155,스토리나 구성이 전혀 공감되지 많는 막장 영화네요 ㅉㅉㅉ ,0.157334062,55,18,0.227414155
114,1,0.246250242,제가 원래 후기 게시글 작성 잘 안하는데 이건 너무 해도해도 너무해서 남깁니다. 진짜 OO노잼입니다. ,0.078478609,46,10,0.146250242
115,1,0.008561671,그냥 미친 쓰레기 영화임 ,0.329944071,46,10,0.091438329
116,5,0.117776036,시시하고 뻔함..지루함..뭘얘기하고 싶은질 모르겠음...그와중에 흐뭇한 결말은 어이긴 없을지경.그나마 박민수씨가 조금 살려줌 ,0.564288094,72,36,0.382223964
117,1,0.014057994,재미없었습니다 기분 불쾌해지는 영화 ,0.736718403,41,6,0.085942006
118,1,0.551142514,억지 설정의 극치. 영화라는것을 감안해도 이런막장이 어딨나싶더라. 결말은 철학적인 명언으로 마무리. 억지스러운것 투성이인데 이런게 평점 구점이 넘는것보면 영화 보는 수준이 너무 개돼지같다싶기도함.. 내가 수준이 뛰어나다는것은아니지만 이건너무하다싶다 ,0,43,8,0.451142514
119,1,0.662989557,이서진 연기 왜이렇게 못해요?; 말할때마다 진짜.. 한숨밖에 안나오던데 ㅋ스토리는 말할필요도 없이 더럽고 추해요^^보는 내내 불편해 죽는 줄 알았네요 ㅋ이런게 왜 1위인지도 모르겠넹ㅋㅎ이거 재밌다는건 알바에염??ㅋㅋ ,-0.105409255,47,12,0.562989557
120,1,0.091093898,제목만 완벽이고 영화는...글쎄 ,0.591933319,50,15,0.008906102
121,1,0.68443352,내가 본 영화 중 완벽한 실패인 영화 ,0.948683298,55,20,0.58443352
122,1,0.517244518,여친이랑 헤어짐ㅠㅠㅠ ,-0.149411156,42,8,0.417244518
123,2,0.954309464,어느타이밍이 재밋어지는지 기다리다 끝낫다! ,-0.051298918,47,13,0.754309464
124,2,0.094532162,양념 조미료 완전 많이 넣었는데 없는척 하는 영화. ,0.366592013,40,7,0.105467838
126,4,0.20124042,기대를너무많이했나아쉽다 ,0.690442848,40,7,0.19875958
127,2,0.036544412,나참 이게 웃긴가?억지스런 상황 설정과 시나리오..더구나 수습도 못하고 허무한 결말까지..관람 후 나오는 순간에나도 반지를 돌려서 이 망작 안고르고그냥 드라마나 볼껄 하는 마음이 간절하던데.. ,0.758970926,37,5,0.163455588
128,1,0.51031357,저질스러운 웃음 포인트가 있다고해서 재밌는 영화라 부를 순 없다. ,0.577350269,38,6,0.41031357
129,1,0.26217705,존나 빻음... 의식 수준 보소 보는 내내 개빡쳤습니다 ,0.866025404,43,11,0.16217705
130,1,0.029952675,별로 불편하게 했던영화 ,0.625807426,34,3,0.070047325
131,1,0.085324347,여적여 코드  불륜과 동성애를 웃음거리로 삼는 것  불륜을 숨기는게 남자들의 의리라고 하는 것. 철학적인 면도 없고 그냥 여러모로 빻은 영화. 기분 불쾌했다. ,0.263724223,35,5,0.014675653
132,1,0.038795233,보다가 나왔다 뭐가 이리도 복잡하고 숨기고 감추고 그러는지 너무 씁쓸한 현실에 썩소만 남기다 나온다 ,0.786566506,38,8,0.061204767
133,1,0.919476509,평점이 왜이렇게 좋은지 이해안가는   ,0.8,67,37,0.819476509
134,1,0.054655313,진심 노답ㅋㅋㅋㅋ 걍 불륜영화임 감동도 교훈도x불륜걸릴뻔 하다 가까스로 안걸림 > 이걸 우스꽝스럽게 표현해서 웃음유발 이딴식이라 저질같고 뭐 어쩌자는건지...? 걍 동물의왕국 멀쩡한 사람들만 불쌍.. 안걸림 끝이란건가 ㅉㅉ 진심 기분 팍상해서 나옴 ,0.881962098,32,3,0.045344687
135,2,0.396800548,뭐가 재미있다는 건지?평점에  속아 본 기분.. ,0.668153105,36,7,0.196800548
136,6,0.376875043,알바에 점령당했네ㄷㄷㄷ ,0.383823595,40,11,0.223124957
137,2,0.037169605,비밀과 비도덕을 구분하지 못하는 감독이 만든  엄청난 메세지와 예술성을 담은 듯 포장된 쓰레기 ,0.654653671,31,3,0.162830395
138,1,0.498152435,영화관 알바생입니다. 이거 볼 바엔 보헤미안 랩소디 추천 드립니다...정~~말 완벽한 한국영화...어디에서 웃어야 할지도 모르겠고  이상한 마무리.. 저는 무료로 봤지만 상영관에서 만원주고 볼 영환 아니라고 생각합니다. ,-0.866025404,32,4,0.398152435
139,1,0.270791382,절대 저정도 평 받을 영화아님 ,0,36,8,0.170791382
140,1,0.001896769,굉장히 불편했던 영화.예고편보고 기대하고 봤는데 엄청 실망하고 기분 개떡같아짐.굉장히 신선한 주제라고 생각했는데 그게 왜 이따위로 풀어내지는건지 최악의 영화.가십거리 자극적인걸로만 짜여진 내용에 말도안되는 전개. 진심 중간에 나가고싶었음 ,0.866025404,38,10,0.098103231
141,1,0.019130588,너무 별로였음. 진지하고 신중하게 다가가야하는 동성애 불륜 그리고 이혼이나 그런요소들.. 희극적이게 만들려는 요소는 좋았으나 별로 유쾌하지 않고 불쾌했던 부분이 더 많았다. 추천하지 않는다. ,0.55549206,45,17,0.080869412
142,10,0.956503808,시사회로 봤는데 진짜 재미있습니다.ㅋㅋㅋ배우들 케미가 좋아요ㅋㅋㅋ ,0.259216604,73,45,0.043496192
143,1,0.094578415,나는 찔릴게 하나도 없었음에도 불구하고 주제 자체가 너무 불편하고 불편했다.. ,0.685878913,28,1,0.005421585
144,1,0.001210362,시대 흐름 못 읽은 쌍팔년도 감성을 떠나 너무 재미가 없어서 시간 아까운 영화. 염정화 배우님 연기 하나 건져서 1점 ,0.948683298,36,9,0.098789638
145,1,0.017907113,진심 웃질않는 편이긴 하지만... 유해진  말고는 웃기지도않고 재미도없고 스토리도 막장이고... 1점은 불쌍하지만 현재 평점이 너무 심각해서 1점준다 ,0.823329307,37,10,0.082092887
146,6,0.746321917,결말이 차라리 비극으로 끝났으면 더 좋았을 영화 ,0.368932394,31,5,0.146321917
147,1,0.066264242,아니 결과 뭐지 급하게 해피엔딩 ㅋㅋ 이게  반전인가 내가 졸았던건가? ,0.388010493,31,5,0.033735758
148,1,0.05569154,영화티켓 살 돈으로 스타벅스 커피 3번 사먹으세요 ,0.866828395,37,11,0.04430846
149,1,0.438343734,초반은 웃었으나 뒤로갈수록 불륜.외도.동성애조롱.섹드립으로 불쾌해진다 . 내 애인혹은 배우자가 친구혹은 지인이랑 바림피는 중일지도 모르니 상쳐받기 싫으면 폰을 보지말라는 교훈을 주는 영화  결말두  파리의연인 생각났음 ,0.5,37,11,0.338343734
150,1,0.28851372,역겨운 영화.. 정말 이렇게 사십니까? ,0.948683298,29,4,0.18851372
151,1,0.164471149,로그인해서 처음으로 평점남겨보네요 개인적으로 보고나서 되게 찜찜한 영화예요..왜 이렇게 평점이 높은건지...마냥 웃을수없는 영화인데... 전 별로였어요 ,0.866025404,30,5,0.064471149
153,1,0.105265856,재미없고 보고나서 찝찝하고.. 평점이 높은 이유를 모르겠어요. 난 디게 잼없던데.. ,0.887796045,26,2,0.005265856
154,6,0.432615697,오늘 보헤미안과 완벽한 타인 둘 전부 봤다.이게 1위라는게 그저 창피할따름이다.집에서 다운받아 보시길 ,0.462580326,28,4,0.167384303
155,1,0.472590864,찝찝함만 남네요 보지마세요 ,0.5,36,12,0.372590864
156,1,0.90259707,와.... 이렇게 저급하고 상스러운내용의 영화가 재밌다고???? ,0.403453612,24,1,0.80259707
157,1,0.413929701,불쾌한영화 어처구니없는 설정 ,0.344358442,28,5,0.313929701
158,2,0.347956687,노잼이예요 입소문났다는거 보고 봤는데 이런낭패가.. ,0.676123404,29,6,0.147956687
159,1,0.000635207,양심 없는 쓰레기자식들.. 제작비용 출연료에 필름값 밖에 안나옴.. 진짜 필름값 대비 이딴영화 흥행시키면 한국영화는 퇴보될수 밖에 없음.. 내용도 그지같아서 아침 막장 3류드라마 보는것 같은 느낌이였다.. 진짜 이딴 쓰레기 영화는 가래침 뱉어주자 ,0.311499819,33,10,0.099364793
160,1,0.289646208,재밌게 보긴 핬으나 메시지가 별로임.불륜 옹호  게이 옹호  비밀은 들키지 말자 이건가? ㅉㅉ ,0.681064439,33,10,0.189646208
161,1,0.261703849,혐오로 가득 찬 영화. 노잼 ,0.866025404,33,10,0.161703849
162,1,0.850116491,불륜 미화에 퀴어를 웃음거리로 삼아놓고 마지막엔 그게 누구나 안고가는 비밀이고 남자들 사이에선 의리인 마냥ㅋㅋ 진짜 더럽고 불쾌했습니다 비혼 결심하게 되는 영화네요 아 내 9000원; ,0.866025404,38,15,0.750116491
163,4,0.712939858,예상 가는 이야기였고 보고나서 찝찝하다. ,0.270994296,23,1,0.312939858
164,2,0.231357872,아이디어는 좋으나.. 처음부터 끝까지 괴롭게 지루하던데.. 평점 좋다고 이 영화 보자고 친구 끌고간게 미안할뿐.. 남들은 왜 재밌다고 하는지 신기하네요 ,0.662939142,24,2,0.031357872
165,2,0.977669716,재밌다고해서 봤는데. 진짜 찝찝한영화네요. 불륜천국 ,0.491484414,24,2,0.777669716
166,1,0.34164089,두시간동안 술자리에서 친구들이 싸우고 신경전 벌이는걸 지켜보는 기분이다.가끔씩 웃음포인트라도 없었으면 숨막혀죽을뻔 ,0.43643578,24,2,0.24164089
167,1,0.555979848,오늘도 알바들이 열일하는중 ,-0.029350777,26,4,0.455979848
168,1,0.764401674,조진웅이랑 결혼하고싶어진다는 사람은 뭐지ㅋㅋㅋㅋ집안을 말아먹고 싶으시다는 건가요? 전체적으로 동성애  불륜을 유머로 삼는게 전부인 정말 기분나쁜 영화였습니다^^ ,-0.353553391,27,5,0.664401674
169,1,0.481407732,이게 재밌냐ㅉㅉ어휴. ㅗ ,0.075367995,27,5,0.381407732
170,1,0.003825009,돈내고 영화관에서 보기엔 아깝다.  기발한 소재인듯하나  진부하다.. 시간이 지날수록 남는게 없다. ,0.721155474,27,5,0.096174991
171,1,0.006536335,공감1도안됨 쓰레기천지 보는내내 지루하고 불편함차라리 보헤미안랩소디를 2번볼걸 ㅜㅜ ,0.674199862,31,9,0.093463665
172,1,0.276719958,2시간동안 쓰레기통만 들여다 보고 온듯함. ,0.589358156,22,1,0.176719958
173,4,0.628373921,아재들의 대화란 이런 것인가... 아무튼  인간이란..참... 보는 내내 씁쓸했다. 최소한 사람 대 사람으로 서로에게 못할 짓은 하지 말자..한 커플 때문에 마지막에 불쾌감이 더 더해졌다.. ,0.511616036,22,1,0.228373921
174,2,0.072984874,정말 재미없네요.평점보고 낙였네요. ㅜㅜ ,0.724801145,22,1,0.127015126
175,9,0.79295826,지금 내옆에 있는 사람에 대해 내가 알고있는게 전부일까? 그런 생각을 하게 만드는 영화네요 ,0.581655735,22,1,0.10704174
176,2,0.309951395,이걸 보라고하다니 12000원내놔!!!알바엄청푼듯...ㅜㅜ ,0.87769954,24,3,0.109951395
177,1,0.047650278,이태리 원작을 한국문화처럼 가장해  보여준영화? 그냥 이태리 영화로 상영하지 ㅉㅉ 제발 말도안되는 설정에 헛웃음만 나온다. ,0.382819605,25,4,0.052349722
178,1,0.366921782,노잼... 보헤미안 볼걸 ,0.501880941,25,4,0.266921782
179,1,0.058093756,오바작작하지 ㅡㅡ^^^ ,0.46291005,26,5,0.041906244
180,5,0.290461481,타란티노처럼 말빨로 조지는 서스펜스를 기대했으나 그 깊이가 너무 얕고 신경질적이다. 이입되는 순간은 짧으며 2/3 지점부터는 그냥 아침드라마 ,0.093851624,28,7,0.209538519
181,1,0.061957538,뭐가 웃긴지 잘 모르겠고 기분만 불쾌함 ,1,29,8,0.038042462
182,1,0.078716248,어휴... 이서진캐릭터 극혐. 중간중간 웃긴장면 있는데 그게 다임 보헤미안랩소디랑 너무 비교됨. 감독 무슨사상 가지고있는지가 궁금. 불륜하는것도 싫고  결말 그거덮는것도 싫고 환멸남. ,0.447213595,38,17,0.021283752
183,3,0.194514096,대화 핑퐁만으로 115분 끌어가는데 지루함은 없음. 남자/여자의 이미지에 대한 일반화좀 그만했으면. 중간중간 유머코드는 있지만 전체적으로 분위기는 암울. 남자 캐릭터 대다수가 정상이 아님. ,0.748554162,20,0,0.105485904
184,2,0.556711972,유쾌하지만은 않았던..재밌는 요소들이 있었지만 왠지 보고 나와서 기분이 좋진 않았어요ㅠ_ㅠ ,0.447213595,22,2,0.356711972
