rating,sentiment,correlation,review,spearman,label,prediction_score,predicted_label
10,0.524305522,0.475694478,핵잼 꿀잼 앙잼 노무현잼 ,0.179590357,0.0,0.98693043,1
1,0.060359687,0.039640313,영화에 비해 평점이 너무 높아 1점 줍니다. 2시간 내내 쑤셔됩니다. 그냥 킬링 타임용. ,0.48825491,1.0,0.98674196,1
2,0.026956111,0.173043889,... 이거 뭐 잔인하기만 하고... 뭐 없네.. 실망.. ,0.389364942,0.0,0.9865527,1
1,0.161855042,0.061855042,나쁘진 않지만 9점은 오바에여.. 재미는 쪼끔이고 첨부터 끝까지 너무 잔인하네요 ㅜ ,0.866025404,1.0,0.9855928,1
10,0.783511698,0.216488302,마스터 더킹 청년경찰 공조 럭키에 비하면 명작임 ,0.439366552,0.0,0.985137,1
2,0.214206278,0.014206278,너무 잔인한 영화눈뜨고 못보겠다 ,0.866025404,1.0,0.98512924,1
8,0.558584333,0.241415668,살짝어색한마동석이엇지만 전체내용은 재밋음 ,0.467723969,1.0,0.9850846,1
2,0.014764577,0.185235423,그럭저럭 킬링타임용으로 괜찮음..ps1)마동석만 너무 쎈캐임..ps2)윤계상 못생김 주의.... ksd평점으로 7점 매깁니다. 현재 평점은 과대평가된 느낌이 없잖아있으므로 평점 조절용으로 2점 드림에 이해바랍니다. ,0.564631425,1.0,0.984965,1
1,0.00083068,0.09916932,내평점 그냥 그래요 조선족 잔인해여 그나마 마동석때문에 봄.. 별로에요 7점정도 주고 싶은데 평점 이상하게 높은상태라 정의구현차 1드림 ,0.743990031,1.0,0.98479337,1
1,0.363324374,0.263324374,"세상에.. ,.... ",0.434927508,0.0,0.98475164,1
1,0.240923703,0.140923703,이런 1차원적인 내용 너무 과대평가됨. 평점이 너무 높다.. ,0.45379172,1.0,0.984702,1
2,0.299932689,0.099932688,너무 잔인해요.. 보다 울고 토할 뻔 했어요 ㅜ 다들 어떤 심장을 가지고 이런걸 재밌다고 하는지 ㅠㅠㅠㅠ 내가 이상한건가.. 잔인한거 진짜 싫다 ㅠㅠ ,0.603148306,1.0,0.9844756,1
9,0.785002589,0.114997411,마지막 마동석 윤계상 격투신에서 언디시즈의 스티븐 시걸과 토미리 존슨 모습이 떠올랐다.  허나 난 시걸보다 마블리가 255배는 더 좋다. ,0.212637906,0.0,0.9840975,1
1,0.299812019,0.199812019,"배우들의 연기는 놀랄 만큼 호연이었지만 폭력과 욕, 유흥업소, 특정 지역 비하가 너무 심하다... ",0.210818511,0.0,0.98404473,1
1,0.513109863,0.413109863,노잼 영화아니다 확실히 그런데 댓글이 용비어천가수준이라 평점조절한다 ,0.079474254,0.0,0.98396546,1
2,0.175841153,0.024158847,너무 잔인 합니다....웬지  도살장에 갔다온 기분 ,0.612372436,1.0,0.98390657,1
6,0.524305522,0.075694478,한국형 코미디느와르물의 결정체 ,0.367309053,0.0,0.983644,1
10,0.829389334,0.170610666,존잼♡♡♡역시 마블리♡ ,0.846706422,1.0,0.9835413,1
10,0.524305522,0.475694478,윤계상민동섲ㄱㄷㄱㄴ븍ㄷㄱㅅ ,0.367328799,0.0,0.9831848,1
1,0.03050226,0.06949774,안맞음 무조건죽이고 칼부림 별내용 없음 ,0.537306909,1.0,0.9830048,1
9,0.6683321,0.2316679,잼따~1234466 ,0.591082805,1.0,0.9828656,1
2,0.06360662,0.13639338,"삼류, 연기도 다 이상하고 말투나 행동이나 다 어색해서 오글거렸음.. 왜 이리 열광들 하는지..?? 차라리 연기력이나 당시 상황을 거의 재현하다시피한 남한산성이 훨씬 작품성 있다 ",0.755204831,1.0,0.98222196,1
1,0.132852733,0.032852733,나름 재미있게 보고 나왔지만 여운따윈없다. 그러나 알바새끼들 평점 조작이 혐오스러워서 1점준다. ,0.469475653,1.0,0.98146045,1
1,0.06896162,0.03103838,"호불호가 확실히 갈릴수 있는 영화전혀 현실성 없는 스토리, 그리고 극히 단순한 즉 넘 뻔한 스토리라인임 ",0.708184176,1.0,0.98110384,1
2,0.029119253,0.170880747,솔직히 베테랑이랑 뭐가다른지모르겠다 극적반전도없구 마무리도 썩 통쾌한편이아니다... 윤계상멋잇는거 하나만 만족 나머지는 다 그저그럼 ,0.781390315,1.0,0.9805456,1
1,0.464595914,0.364595914,신세계 보다는 임팩트가 약한듯. ,0.061333878,0.0,0.98034674,1
10,0.524305522,0.475694478,황해+추격자+어벤져스 ,0.162992692,0.0,0.9802859,1
1,0.425315857,0.325315857,다른작업하면서 옆에 켜두기용이 딱인 영화수준. ,0.4,0.0,0.9796915,1
1,0.121547937,0.021547937,그냥 킬링타임용.ㅡ.ㅡ 팔짱끼고 이표정으로계속봤네요. 평론가평점정도인영화 스토리도없는데 이걸 두번보란애들은 다알바임 ,0.55549206,1.0,0.97903603,1
8,0.542873144,0.257126856,Brilliant. 윤계상의 재발견 ,0.362344612,0.0,0.9786563,1
4,0.042978317,0.357021683,그냥 웃긴장면 좀 나오고 그냥 그랬습다 ,0.737864787,1.0,0.9782057,1
1,0.001641423,0.098358577,모자란 스토리와 연출력을 그저 피로 점철하는 최악의 작품 ,0.142050406,0.0,0.97811633,1
1,0.001440048,0.098559952,재미 저낸없다 돈보다 시간이 너무 아깝다.. 매미병실들 평점 조작쩐다 ,0.529805985,1.0,0.97805846,1
9,0.529777587,0.370222414,원펀맨 마블리 오진다잉 ,0.9258201,1.0,0.97700065,1
1,0.008975744,0.091024256,너무 쓸데없이 지나치게 잔인해요 무조건 자극적이게 만들면 흥행할줄 아나봐요 이런영화좀 만들지마세요ㅡㅡ ,0.614757304,1.0,0.976631,1
1,0.204813451,0.104813451,"추악하고 스토리 없는 영화... 보고나서 머리아프고 기분나쁜 영화, 나에게는 망작과 다름 없음.. 왜 추천하는지 이해가 안됨 ",0.407526445,0.0,0.97652674,1
10,0.701208115,0.298791885,윤계상 매력있는 악역 갑 ,0.485821542,1.0,0.97535807,1
10,0.505791545,0.494208455,중국이 혐오스럽습니다 ,0.461062486,1.0,0.97464013,1
10,0.945618093,0.054381907,마블리 윤계상. 연기력 최고 ,0.304262087,0.0,0.9742509,1
1,9.04649e-05,0.099909535,1도 아까워요.. 잔인하게 시작해서 잔인하게 끝나는 영화그냥 삼류조폭영화인데 무슨 1위인지.. 너무 잔인해서 보는내내 손발 얼고 아침먹은거 토할뻔... 인생 최악의 영화... ,0.866025404,1.0,0.97408354,1
1,0.042525172,0.057474828,진짜 나만 재미없나..? ,0.0,0.0,0.9739288,1
10,0.722446561,0.277553439,마블리의 애드리브를 사랑함. ,0.23649807,0.0,0.9738343,1
6,0.163197756,0.436802244,배우 쌀찐거 보니.. 몰입도가 아주그냥.. 밥을 어찌나 잘 드셨을라나.. 절박함이 없네요. ,0.7,1.0,0.9730498,1
10,0.524305522,0.475694478,마블리♡♡♡존잼짱잼 ,0.062768466,0.0,0.9728523,1
8,0.66328001,0.13671999,윤계상 마블리 연기윤계상 오른팔 왼팔 연기 ,1.0,1.0,0.9723667,1
5,0.434575558,0.065424442,너무 너무잔인해요.... ,0.948683298,1.0,0.9721965,1
9,0.354273826,0.545726174,생각보다 잔인합니다그러나 별은9개 ,0.896421457,1.0,0.9717847,1
3,0.180570334,0.119429666,너무 잔인함.칼만 나오면 눈살이 찌푸려짐 ,0.0,0.0,0.9716753,1
1,0.135780782,0.035780782,마동석이 나와서 시원시원하고 재밌는 포인트가 많이 있었지만 그뿐이고 내용자체는 지루해서 실망했습니다  전체적으로 난잡해서 내용에 몰입이 안됐습니다 ,0.774596669,1.0,0.9710777,1
10,0.524305522,0.475694478,레전드 레 젼드 레에전드 ,0.592761037,1.0,0.97100866,1
1,0.017858148,0.082141852,"평이 좋아서 기대 했는데 생각보다 별로였음. 뻔한 설정에 뻔하고 단순한 스토리, 액션이라도 화끈하고 멋있어야 하는 데 액션 연출도 식상.. 평점 6점주고 싶은데 너무 높아서 1점 줌. ",0.774596669,1.0,0.9707606,1
1,0.240248978,0.140248978,굉장히 실망스러웠고 연출방식이 너무 촌스럽다 특히 양꼬치집 아이의 연설장면은 스킵하고 싶을정도로 민망하고 오글거렸다 ,0.741619849,1.0,0.9704468,1
7,0.354547679,0.345452321,너무 잔혼한거 같네요.. ,0.676123404,1.0,0.970125,1
3,0.029007196,0.270992804,황해느낌이여서 별로였음.. 욕설잔인.. 드물게웃긴장면 ,0.702102004,1.0,0.9696893,1
10,0.900479555,0.099520445,굿굿굿재미 감동 의미 굿굿굿 ,0.707106781,1.0,0.969248,1
2,0.328731358,0.128731358,내가 평이괜찮길래 봤는데 정말 조폭영화 그이상 그이하도 아님 절대 이해할수 없는평점 ,0.0,0.0,0.96917444,1
1,0.063658327,0.036341673,너무 기대가 컸다. 양아취ㅅㅋ들 영화 끝~내용 없음 ,0.518511692,1.0,0.96902514,1
10,0.437906593,0.562093407,연변사투리 리얼.윤계상 포스작렬 ,0.630488325,1.0,0.9688699,1
10,0.524305522,0.475694478,꿀잼  ㅇㄱㄹㅇ ㅂㅂㅂㄱ ,0.507285545,1.0,0.9687487,1
10,0.524305522,0.475694478,윤계상 케리 오졋다 존맛 ,0.178154807,0.0,0.9674458,1
1,0.005197257,0.094802743,솔직히 너무 답답했음. 마동석하고 윤계상이라 악당이 너무 약하다고 생각했는데 마지막에 잡히자 마자 그냥 박살 ㅠㅜ 장첸 별로 힌도 못 써보고 끝 휴... ,0.790569415,1.0,0.9674421,1
2,0.30160898,0.10160898,평점이 왜 높은지 모르겠다. 통쾌하지도 않고 칼부림은 불쾌하기까지함. ,0.923144556,1.0,0.9674292,1
1,0.073340684,0.026659316,9점대 점수 낮추기위한 1점입니다.그냥 흔한 조폭영화.도둑들.. 그런 영화보다 좀 질떨어지는 영화.7점정도가 적절요 ,0.540067859,1.0,0.966542,1
1,0.356097609,0.256097609,평점조절용.. 어설픔이 곳곳에.. 갈려면 가고 말려면 말아야지 갈까말까하는느낌... ,0.343225217,0.0,0.966516,1
1,0.005110979,0.094889021,잔인하다그냥 잔인만하다.요즘 이런 영화가 많아지니까 세상에 악영향을 끼치지.보다가 나왔음 돈아깝다 9천원ㅡㅡ ,0.8,1.0,0.9659585,1
3,0.36788553,0.06788553,그냥 킬링타임용 영화.. 너무 과대평가 되었음 대세 마동석+윤계상 유행어로 인해 영화의 낮디 낮은 깊이가 용서되었음.. 영화성은 극히 떨어짐 지나친 상업성 영화의 표본 마치 의미없는 아이돌의 후크송과 같다 ,0.61980629,1.0,0.96510744,1
10,0.524305522,0.475694478,85779626466,0.158451373,0.0,0.964987,1
10,0.865318537,0.134681463,존잼캐미대박잼☆윤계상 연기 다시봄 ,0.316227766,0.0,0.9648562,1
8,0.517661214,0.282338786,마동석 윤계상 조합이 송중기 황정민 조합을 이겼다 ,0.0,0.0,0.9647208,1
1,0.484222978,0.384222978, 윤계상팬들이아직많은듯.연기 변신은하는데자기옷같은느낌안들고 무게좀안잡앗음좋겟다마동석은비슷한역을해도 몰입이잘되네 ㅋ ,0.482167585,1.0,0.96447825,1
10,0.953159452,0.046840549,윤계상 마동석 연기력 최고 ,0.0,0.0,0.963963,1
1,0.35114792,0.25114792,항상 대중이 정답은 아니다 ..  이게 9점이상? ,0.585369407,1.0,0.9638373,1
7,0.459363163,0.240636837,코믹한데 너무 잔인해요.. ,0.5,1.0,0.9637446,1
7,0.273205698,0.426794302,주인공-마동석 장르-마동석 ,0.330388871,0.0,0.9634499,1
10,0.639283061,0.360716939,마블리를 위한 마블리에 의한 마블리의 영화.본격 마동석 히어로 물. ,0.321931323,0.0,0.96337926,1
1,0.080254793,0.019745207,돈아까워죽겠다. 제발 보지 마세요ㅠㅠ 이런 영화가 흥행한다면 앞으로 사회는 더욱 혐오가 만연한 사회가 될 것입니다... 보는 내내 불편하고 웃음도 안나왔어요. ,0.564288094,1.0,0.9632887,1
6,0.080925971,0.519074029,평점이왜이렇게높지??윤계상씨빼고는....몰입이안됐습니다~필요이상의장난스런분위기..전별로예요ㅜㅜ ,0.467800743,1.0,0.9624326,1
1,0.056145459,0.043854541,쓰레기같은 영화.  이런 영화가 7백만을 넘었다는게 우리나라 영화계의 현실이라는게 암울하다. 잔인한 자극으로 말초신경만을 건드린 영화. ,0.738565142,1.0,0.9623595,1
3,0.079839587,0.220160413,헉 이런 영화 왜보는거지 잼도 없고 폭력전 잔인함 마동석은 늘 마동석 스타일 보기 싫당 ,0.443872519,0.0,0.9620327,1
1,0.002107561,0.097892439,뻔한 환락가와 깡패들. 스토리 실종 폭력살인강간. 이게 다임. 막판에 마동석이 승리한다? 끝. 철저히 젠더에 의한 마초영화임. 여성은 약자로서 정복당하기만 할뿐. 잔인하기만해서 보기 불편하고 짜증까지남. 이런영화 그냥 열연한 배우들이 아까움. ㅉㅉ ,0.203525047,0.0,0.9619629,1
10,0.634325504,0.365674496,마블을 대적할 국산영웅! 마블리! ,0.018257419,0.0,0.9617141,1
2,0.012257755,0.187742245,여자술집나오는거 잔인한 것들로 관심끄는 거 애들이다배운다 성불평등 썩은 거허용하는 방송국반성해라아무도 그런장면좋아하지않는다 당장 성평등방송하라 ,0.252344191,0.0,0.961685,1
10,0.988118887,0.011881113,몰입감최고 연기력최고 ,0.531818604,1.0,0.96110237,1
1,0.005375892,0.094624108,폭력이 너무심한 영화.  별점 1점도 아까운 망작영화 ,0.973328527,1.0,0.9603612,1
10,0.923577488,0.076422513,윤계상 인생연기. 마블리 마요미 확실. 조연분들 연기력 갑오브갑 ,0.577350269,1.0,0.95997113,1
1,0.192049742,0.092049742,너무 잔인하기만 함 그냥 조폭영화 ,0.696310624,1.0,0.9599331,1
9,0.539315045,0.360684955,흔한소재지만 양념이 잘 들어갔다 ,0.381015614,0.0,0.95979935,1
9,0.314760447,0.585239553,주인공 능력치가 히어로급. ,0.480996245,1.0,0.9594113,1
1,0.524305522,0.424305522,장르 : 코메디 (마동석 원맨쑈) ,0.292593105,0.0,0.9593276,1
10,0.66647327,0.333526731,굿! 그레윗!  나이스! ,0.490990253,1.0,0.9588292,1
9,0.701208115,0.198791885,군더더기없이 짜임새있는 폭력물 ,0.5,1.0,0.9587483,1
1,0.354184687,0.254184687,너무 잔인함. 영화 내내 칼로 푹푹 찌르는거만 생각남 ,0.12344268,0.0,0.95869374,1
3,0.140864968,0.159135032,폭력이 없다면 영화가 진행되지 않는걸까.. 그리고 경찰이 룸싸롱 가는 거 나오는 게 젤 짜증났음 ㅡㅡ;; 그래고 윤계상띠 섹시하고 연기변신한거 멋져씀 ,0.758970926,1.0,0.95858777,1
2,0.060196966,0.139803034,이렇게 재미없는 영화 첨 봤는데..평점 의문 9점 넘으면 믿고 봤는데 진짜 의아하다 나만 그런게 아니라 같이 본 친구들도 같은 생각이구만 희안타 ,0.105409255,0.0,0.9582178,1
3,0.057245791,0.242754209,잔인하기만 하고 스토리가 없는것 같다 좀 과장도 심하고 윤계상은 허무하게 끝나고 마무리에 애기 어떻게 됐는지 나오지도않고 너무 폭력적이기만 한 영화 ,0.719073319,1.0,0.95786667,1
2,0.247225314,0.047225314,그다지 잔인하다는 느낌은... 생각보다 기대많이하고 봐서 그런지 실망스러웠음. 마동석보는 재미로 봤지만 그냥 전체적으로 노잼 ,0.508775041,1.0,0.95750844,1
10,0.966256023,0.033743978,참재미재미빅재미리얼재미짱재미 ,0.309838668,0.0,0.95728314,1
1,0.098043203,0.001956797,전 그냥 그런데요... 제가이상한가 ,0.747129148,1.0,0.9566348,1
1,0.286277473,0.186277473,청년경찰인가도 그렇고 이놈들 가리봉동 조선족 짱깨들이랑  웬수졌나 ,0.438846837,0.0,0.9565053,1
2,0.102552652,0.097447348,솔직히 너무 징그럽고 잔인한 장면이 많이 나와서 보기 힘들었어요.... ,0.816548126,1.0,0.9563886,1
10,0.273282051,0.726717949,초반엔 마블리후반엔 윤계상끝 ,0.167993363,0.0,0.9563305,1
10,0.927544773,0.072455227,마동석 윤계상 각각의 포지션에서 최고였다. ,0.207019668,0.0,0.9555885,1
1,0.122339219,0.022339219,이런 뻔한 물이 재미나니? ,0.233259685,0.0,0.9551412,1
1,0.019208848,0.080791152,열심히 연기하신 배우님들한테는 죄송하지만재미는 진짜 없어요추석연휴 대가족 단위 관객 노리고 만든 상업영화인데 액션신 말고는 볼 거 없어요 ,0.398646614,0.0,0.95460576,1
1,0.416696012,0.316696012,걍 더도덜도 말고 조폭영화인데 이런영화 충분히 보지않았나 ...이게 왜 9점이냐...요샌 진짜 평점도 못믿겠다..진짜 잔인하고 기분나쁘고 돈아깝다 ,0.654653671,1.0,0.95436674,1
9,0.524305522,0.375694478,그레이트<<~~~졸잼 ,0.249039453,0.0,0.9541958,1
2,0.044798821,0.155201179,정말 잔인하고 내용없다. 눈버림 ,0.580327865,1.0,0.9539167,1
1,0.00226754,0.09773246,진짜 노잼 2017 최악의 영화 ,0.358316943,0.0,0.95374554,1
7,0.486572474,0.213427526,아 도끼가 인상적이네요 ,0.694403875,1.0,0.95370543,1
1,0.123383671,0.023383671,머리아프다 대사라고는 중국동포억양이랑 욕만 남고 장면은 칼로찌르고 도끼로 신체훼손하고 밖에 안남는 영화 그리고 경찰이라고 나오는게 술집노래방 아가씨들 끼고놀고 뒷돈챙기는게 당연하다는듯이 묘사되어있는것도  한심스럽다 영화속 마동석도 깜방가라 저질영화다 ,0.948683298,1.0,0.95248395,1
10,0.524305522,0.475694478,존쟘개존댬 마동석존잘ㄹ ,0.58434871,1.0,0.95084584,1
10,0.669978976,0.330021024,완저누ㅜ귣굳굳굳굳구둑두굳밥 ,0.302749589,0.0,0.95079947,1
5,0.400006861,0.09999314,"조선족은 동포가 아니라 중국인이다 외국인일 뿐인다 아직도 동포라고 인식하는  사람들 때문에 내국인이 역차별받고 조선족들이 갑질을 떨고 있다, 차이나 관광붐 덕으로 바닥에서부터 중위급 시장상권을 장악하며 서민들에 역갑질과 범죄를 저지르고있다 ",0.096985729,0.0,0.9504526,1
4,0.030347705,0.369652295,유행어만 남는 느낌. 보고나서도 자극적인 장면만 기분 나쁘게 남네요. 웃기긴 웃겨요. ,0.559065392,1.0,0.95026076,1
1,0.139010787,0.039010787,그냥 단순무식 폭력영화... ,0.414039336,0.0,0.9488191,1
4,0.350202769,0.049797231,지루하지않은데 넘 잔인..ㅠ제대로 보질못했어요 ,0.284155298,0.0,0.9476971,1
7,0.025702953,0.674297047,글쎄요..개인적으로는 조선족 느낌도 별로 안들고 배경 동선도 똑같고..딱 저 예산 영화입니다.. ,0.445527933,0.0,0.9475101,1
1,0.106008738,0.006008738,형편 없는 쓰레기 영화임.  애들은 좋아 하겠네 ,0.13326922,0.0,0.9466817,1
1,0.15607816,0.05607816,미안 양들의 침묵보고 이거봐서  지루했다.. ,0.325511753,0.0,0.9465277,1
1,0.026849985,0.073150015,머가 잼있다고 쳐웃는건지~?들..욕설도 지겹다 잔인하다해서 기대했는대 별로 잔인도 아니더만~~킹스맨처럼 갈아줘야지 ,0.398871747,0.0,0.9458651,1
10,0.983689845,0.016310155,재미재미재미재미재밋다 ,0.0,0.0,0.94535613,1
10,0.834322453,0.165677547,윤계상 연기변신굿! 사이다액션 ,0.802758054,1.0,0.944281,1
5,0.305551469,0.194448531,한국영화의 전형적인 스토리 ,0.411796746,0.0,0.94341946,1
1,0.059586942,0.040413058,마씨...뭐 저따구로 생겻냐 ,0.439353844,0.0,0.94185513,1
10,0.654077172,0.345922828,잼떠용 마동석윤계상 연기 굿 ,0.0,0.0,0.94088113,1
10,0.962085009,0.037914991,최고의 슈퍼 히어로물!! ,0.507346289,1.0,0.9398521,1
10,0.533208013,0.466791987,10꿀잼 에바쎄바줌바땐스 ,0.25819889,0.0,0.93981314,1
8,0.967417955,0.167417955,ㅋㅋㅋ재밌당 열자십자 ,0.395314918,0.0,0.9395569,1
1,0.141678363,0.041678363,너무 잔인해서 무서웠음 ㅠㅠㅠㅠ연기를허벌잘해서 ,0.654779195,1.0,0.93858916,1
10,0.278035343,0.721964657,개꾸르꾸르핵토파스칼잼 스트레스잼 졷선족잼 ,0.801783726,1.0,0.9382469,1
8,0.50791049,0.29208951,어딘가 좀 엉성하게 전체적인 짜임새가 부족하다 ,0.452373923,1.0,0.9377392,1
